name,rating,position,nation,team,pac,sho,pas,dri,def,phy
A. Calisir,65,CB,Armenia,Silkeborg IF,62,34,55,59,65,70
M. Alfonso,65,CM,Paraguay,Club Atlético River Plate,64,56,59,59,63,61
M. O'Halloran,65,RW,Scotland,St. Johnstone FC,90,60,58,65,48,66
S. Baldock,65,ST,England,Oxford United,60,66,56,68,37,61
César Gelabert,65,CAM,Spain,CD Mirandés,74,58,59,66,45,57
D. Ciobotariu,65,CB,Romania,Sepsi OSK Sf. Gheorghe,69,24,46,49,64,74
M. Kennedy,65,RM,Northern Ireland,Aberdeen,86,59,60,66,50,62
M. Konradsen,65,CM,Norway,FK Bodø/Glimt,70,58,62,66,60,67
N. Antonitsch,65,CB,Austria,FC Ingolstadt 04,51,32,40,43,65,78
F. Buonanotte,65,CAM,Argentina,Rosario Central,69,60,63,65,25,48
Fran Grima,65,RB,Spain,UD Ibiza,69,42,52,61,61,67
G. Williams,65,RB,England,Cambridge United,70,35,56,63,62,72
K. Al Ghannam,65,RM,Saudi Arabia,Al Nassr,76,53,54,74,29,46
J. Cuéllar,65,GK,Bolivia,Club Deportivo Guabirá,68,64,61,65,28,61
D. Grimshaw,65,GK,England,Blackpool,65,61,67,68,45,64
S. Živec,65,LM,Slovenia,Zagłębie Lubin,74,63,63,68,38,59
Y. Sugita,65,RW,Japan,IK Sirius,80,57,59,69,28,50
Iturbe,65,GK,Spain,Atlético de Madrid,65,63,64,67,50,64
N. Galazzi,65,ST,Italy,Brescia,64,65,62,65,42,52
M. Hassan,65,RW,Qatar,Free agent,76,62,58,68,31,47
Ž. Žužek,65,CB,Slovenia,Bari,71,33,47,50,65,64
M. Hairston,65,CDM,United States,Columbus Crew,76,54,60,64,62,69
S. Väisänen,65,CB,Finland,Cosenza,53,42,54,54,66,66
S. Benda,65,GK,Germany,Swansea City,65,63,59,67,37,64
C. Boli,65,CAM,France,Pau FC,68,57,61,70,45,44
J. Bernát,65,CAM,Slovakia,KVC Westerlo,66,60,70,64,34,47
Benny Sousa,65,CAM,Portugal,GD Chaves,75,62,58,65,33,57
J. Da Costa,65,RWB,France,Shrewsbury Town,77,34,57,63,58,71
A. Diawusie,65,RM,Germany,SV Ried,88,57,55,66,28,64
M. Dyrestam,65,CB,Guinea,Al Adalah,68,37,57,60,63,72
F. Jörgensen,65,GK,Sweden,Villarreal Club de Fútbol B,64,69,68,66,36,64
D. Oroz,65,CB,Croatia,SK Sturm Graz,56,36,53,50,65,67
B. Anderson,65,ST,Scotland,Livingston FC,72,66,51,64,19,61
M. Chiesa,65,GK,Italy,Hellas Verona,67,62,67,65,39,61
B. Ralani,65,RW,South Africa,Mamelodi Sundowns FC,73,56,58,70,27,41
F. Escales,65,GK,France,FC Annecy,66,68,63,64,25,67
M. Burgess,65,LM,Australia,Sydney FC,78,60,61,67,43,70
S. Aluko,65,RW,Nigeria,Ipswich Town,72,61,62,70,40,49
F. Terracciano,65,CAM,Italy,Hellas Verona,81,59,64,65,60,62
T. Conlon,65,CM,England,Port Vale,63,60,65,67,59,66
Dong Chunyu,65,GK,China PR,Shenzhen FC,65,64,66,65,45,65
E. Baldini,65,ST,Italy,Cittadella,74,66,57,70,28,55
S. Chhetri,65,ST,India,Bengaluru FC,74,69,56,66,32,71
José Lara,65,CAM,Spain,Real Betis Balompié,70,63,61,71,33,36
R. Uldriķis,65,ST,Latvia,SC Cambuur,43,65,54,57,33,78
J. Murphy,65,LW,Scotland,St. Johnstone FC,67,63,63,67,47,59
J. Maher,65,CB,United States,Nashville SC,58,24,47,51,66,68
M. Butcher,65,CM,England,Plymouth Argyle,62,62,63,62,62,76
J. Consbruch,65,CAM,Germany,DSC Arminia Bielefeld,74,55,61,69,53,51
Sin Se Gye,65,RB,Korea Republic,Suwon FC,82,58,61,63,62,72
M. Maita,65,CAM,Italy,Bari,72,55,63,69,50,62
D. Gómez,65,CAM,Paraguay,Club Libertad,73,56,60,69,51,65
Rim Chang Woo,65,CB,Korea Republic,Gangwon FC,78,48,54,60,63,75
L. Garate,65,ST,Argentina,Unión Española,57,64,47,64,28,70
S. Haudum,65,CDM,Austria,SC Rheindorf Altach,48,54,61,62,64,70
P. Wlazło,65,CDM,Poland,PGE FKS Stal Mielec,52,61,62,64,60,74
J. Storevik,65,GK,Norway,Sandefjord Fotball,67,63,59,65,36,65
Bastida,65,CDM,Spain,Cádiz CF,56,41,56,55,65,51
N. Mbamba,64,CB,Belgium,Club Brugge KV,72,32,51,63,61,71
Jang Ho Ik,64,CB,Korea Republic,Suwon Samsung Bluewings,80,48,56,64,64,71
M. Mandron,64,ST,France,Gillingham,64,63,53,61,45,80
T. Klidje,64,ST,Togo,FC Luzern,76,64,55,66,22,61
V. Oliver,64,ST,England,Bradford City,65,62,50,59,41,81
Raúl Parra,64,CB,Spain,CD Mirandés,66,43,51,53,65,68
D. Pérez,64,ST,Venezuela,Club Brugge KV,64,66,40,63,27,69
R. Ruiter,64,GK,Netherlands,SC Cambuur,64,60,64,62,40,65
B. Janošević,64,GK,Serbia,AIK,64,66,55,66,23,66
J. Leko,64,ST,England,Birmingham City,90,60,55,67,35,62
K. Lankford,64,RM,Germany,Viktoria Köln,81,54,56,65,24,64
W. Candia,64,CAM,Paraguay,Club Olimpia,79,58,63,70,53,69
J. Baldwin,64,CB,England,Ross County FC,63,40,51,55,63,71
Kang Ji Hoon,64,RWB,Korea Republic,Gangwon FC,80,56,53,64,60,54
M. Steinwender,64,CB,Austria,TSV Egger Glas Hartberg,50,29,42,39,64,71
W. Saucedo,64,CB,Bolivia,Royal Pari,70,29,51,43,62,64
S. Tanaka,64,CB,Japan,KV Kortrijk,70,54,59,65,63,64
D. Ulvestad,64,CB,Norway,Kristiansund BK,34,44,47,44,63,70
W. Willumsson,64,CAM,Iceland,Go Ahead Eagles,67,61,67,60,55,70
D. Dwyer,64,ST,United States,Atlanta United,63,65,51,63,32,65
E. Florescu,64,CAM,Romania,Universitatea Craiova,69,67,65,65,53,61
T. Galletto,64,CDM,Uruguay,Club Atlético River Plate,70,52,63,62,63,69
L. Magnino,64,CB,Italy,Modena,74,53,60,60,62,69
M. Moreira,64,LB,Uruguay,SK Austria Klagenfurt,70,40,57,60,59,64
J. Matete,64,CDM,England,Sunderland,77,54,61,67,63,68
J. Pintado,64,RB,Uruguay,Godoy Cruz,77,34,48,60,60,54
J. Trafford,64,GK,England,Bolton Wanderers,65,63,64,64,27,62
E. Tagseth,64,LM,Norway,Rosenborg BK,77,52,62,68,56,65
T. Jacob,64,RB,Argentina,Newell's Old Boys,74,35,53,60,60,62
A. Uysal,64,GK,Turkey,Antalyaspor,68,61,59,64,46,62
G. Arévalos,64,GK,Paraguay,General Caballero (JLM),60,63,61,65,31,64
L. Carrizo,64,LB,Argentina,Club Atlético Huracán,67,35,52,60,59,70
R. Corlu,64,CAM,Denmark,Lyngby BK,80,59,60,68,27,60
S. Beusnard,64,CAM,France,Pau FC,81,58,63,69,57,52
M. Chang,64,RM,Cuba,Real Salt Lake,69,51,62,62,58,52
E. Guarna,64,GK,Italy,Ascoli,64,62,58,66,41,59
Àlex Carbonell,64,CM,Spain,FC Barcelona,44,60,63,68,63,59
N. Zanellato,64,CAM,Italy,SPAL,65,51,66,69,56,63
Anglada,64,CB,Spain,SD Huesca,64,35,50,55,65,66
Y. Rivas,64,RW,Venezuela,Deportivo La Guaira FC,75,62,52,67,28,55
P. Patron,64,GK,France,Royal Charleroi S.C.,64,63,57,62,21,66
M. Mirahmetjan,64,LM,China PR,Shanghai Port FC,69,64,66,63,61,72
Rodrigo Martins,64,RM,Portugal,Estoril Praia,79,51,57,68,27,54
T. Lecanda,64,CB,Argentina,Club Atlético Aldosivi,65,44,51,53,64,64
Miguel Reisinho,64,CM,Portugal,Boavista FC,55,52,63,63,58,68
D. Boldor,64,CB,Romania,AFC Chindia Târgoviște,68,32,41,43,64,74
E. Larrosa,64,ST,Uruguay,Godoy Cruz,55,64,51,62,23,64
Alejandro Garnacho,64,LW,Argentina,Manchester United,80,59,57,65,24,52
M. Frese,64,LM,Denmark,FC Nordsjælland,78,56,61,67,57,64
V. Pizarro,64,CM,Chile,Colo-Colo,68,49,60,62,60,64
G. Barès,64,CM,Switzerland,Montpellier Hérault SC,60,49,63,63,59,64
Kwon Soon Hyung,64,CM,Korea Republic,Seongnam FC,40,64,68,65,61,54
T. Morton,64,CM,England,Blackburn Rovers,65,47,62,67,59,58
K. Hinokio,64,RM,Japan,Zagłębie Lubin,70,59,59,69,38,50
Jean Carlos,64,LWB,Brazil,IFK Norrköping,71,46,60,61,56,69
Ł. Łakomy,64,CDM,Poland,Zagłębie Lubin,67,54,57,60,61,67
N. Thiede,64,GK,Germany,Sportclub Verl,66,61,59,68,44,60
N. McGinley,64,LB,England,Motherwell,67,35,51,53,61,67
L. Vásquez,64,GK,Colombia,Independiente Medellín,65,61,61,64,40,62
F. Arnaout,64,CB,Syria,FC Goa,63,45,52,53,65,72
A. Martínez,64,CB,Venezuela,Al Tai,52,30,41,42,65,70
G. Taylor,64,CB,England,Cambridge United,51,39,53,54,64,70
E. Borja,64,ST,Paraguay,Atlético Tucumán,70,66,45,59,21,65
N. Ansell,64,CB,Australia,Adelaide United,43,29,48,44,63,80
A. Obileye,64,CB,England,Livingston FC,72,51,53,53,62,74
A. Lassiter,64,LM,Costa Rica,Inter Miami CF,81,64,57,65,26,54
M. Derbyshire,64,ST,England,NorthEast United FC,70,65,57,62,29,59
H. Smith,64,ST,England,Exeter City,53,64,48,56,31,78
A. Liljenbäck,64,RWB,Sweden,Varbergs BoIS FC,72,41,55,59,60,73
P. Minissale,64,CB,Argentina,Argentinos Juniors,53,30,36,41,68,61
Y. Engelhardt,64,CDM,Germany,SC Freiburg II,67,45,59,60,61,67
J. Rodríguez,64,CDM,Ecuador,Delfín Sporting Club,65,57,61,61,62,66
O. El Azzouzi,64,CDM,Netherlands,Royale Union Saint-Gilloise,58,42,57,65,59,64
K. Sentić,64,GK,Croatia,Hajduk Split,64,67,59,64,34,59
G. Justiniano,64,CB,Bolivia,Royal Pari,54,31,45,38,68,61
A. Oña,64,CDM,Ecuador,C.D. Universidad Católica del Ecuador,54,49,57,53,61,67
Wei Zhen,64,CB,China PR,Shanghai Port FC,66,34,54,51,64,69
J. Troisi,64,CM,Australia,Western United FC,62,60,67,64,48,69
I. Suero Fernández,64,CAM,Spain,SV Elversberg,65,61,63,68,30,46
S. Adrián,64,CB,Bolivia,Club Always Ready,69,50,55,65,62,74
C. Hemlein,64,LM,Germany,SV Meppen,78,62,59,65,39,69
Lucas Soares,64,RWB,Brazil,Casa Pia,74,37,54,64,63,59
G. Añasgo,64,LWB,Argentina,Club Always Ready,70,50,59,61,60,62
M. Vigorito,64,GK,Italy,Como,61,62,61,66,39,64
J. Careaga,64,GK,Bolivia,Club The Strongest,65,63,66,67,42,60
W. Soleto,64,RB,Bolivia,Club Deportivo Oriente Petrolero,69,30,52,54,62,62
D. Strelec,64,ST,Slovakia,Spezia,55,64,53,62,34,57
G. Rólantsson,64,RB,Faroe Islands,Odds BK,78,61,59,64,58,62
D. Kun,64,LWB,Poland,Widzew Łódź,77,55,61,68,66,63
P. Keny,64,ST,Senegal,İstanbul Başakşehir FK,70,62,55,63,29,69
J. Amofa,64,CB,Netherlands,Go Ahead Eagles,71,34,50,58,63,73
Carlo Adriano,64,CAM,Spain,Villarreal Club de Fútbol B,59,58,64,67,50,54
N. Stierlin,64,CB,Germany,MSV Duisburg,68,54,54,59,63,73
Hélder Morim,64,LWB,Portugal,GD Chaves,65,53,62,63,62,63
A. Scarlatache,64,CB,Romania,CS Mioveni,53,36,53,51,63,76
L. Scherff,64,LWB,Germany,F.C. Hansa Rostock,77,51,55,66,55,71
A. Azhil,64,CAM,Germany,Bayer 04 Leverkusen,67,45,63,65,60,45
B. Dartsmelia,64,CAM,Georgia,Newcastle Jets,68,56,65,63,60,44
Piao Shihao,64,RWB,China PR,Shijiazhuang Ever Bright F.C.,80,39,54,51,59,74
Nelson Freitosa,64,GK,Brazil,Ceará Sporting Club,59,47,66,74,48,72
M. Lekven,64,CM,Norway,Odds BK,49,54,65,65,60,71
K. Hodžić,64,LB,Sweden,BK Häcken,64,34,57,61,60,60
R. Balk,64,RM,Netherlands,SC Cambuur,82,60,54,66,26,49
P. Ostachuk,64,CB,Argentina,Club Atlético Independiente,67,52,55,60,62,66
S. Paiva,64,ST,Uruguay,Godoy Cruz,76,61,49,65,22,53
M. Galezo,64,CB,Venezuela,Hermanos Colmenarez,59,38,44,55,64,63
G. Fechner,64,CB,Germany,SV Wehen Wiesbaden,65,41,56,58,64,75
T. Hasal,64,GK,Canada,Vancouver Whitecaps FC,64,61,58,68,27,62
J. Donachie,64,CB,Australia,Sydney FC,57,32,48,43,63,76
M. Smith,64,CM,England,Arsenal,65,54,60,66,60,60
C. Antoine,64,ST,Haiti,Casa Pia,55,66,50,62,33,63
O. Targhalline,64,CM,Morocco,Aytemiz Alanyaspor,51,48,66,64,59,55
S. Ngezana,64,CB,South Africa,Kaizer Chiefs,71,25,35,44,66,69
P. Vroegh,64,CM,Netherlands,RKC Waalwijk,60,54,63,64,56,59
S. Williams,64,CDM,Republic of Ireland,Gillingham,33,59,65,57,63,65
D. Hume,64,LB,England,Portsmouth,83,37,52,63,57,59
K. Burger,64,CB,Germany,FC Erzgebirge Aue,59,32,52,54,65,71
G. Thomson,64,RM,England,Harrogate Town,74,58,60,63,53,65
A. Celli,64,LB,Italy,Ternana,64,46,57,59,60,70
I. Benegas,64,CB,Paraguay,Club The Strongest,33,30,47,47,65,65
M. O'Hara,64,CM,Scotland,St. Mirren,70,59,61,65,61,72
C. González,64,ST,Paraguay,General Caballero (JLM),74,65,57,63,35,59
C. Depres,64,ST,France,Rodez Aveyron Football,33,67,51,60,30,58
A. Jovanović,64,CB,Australia,Bengaluru FC,52,32,47,53,63,73
R. Lucero,64,RB,Argentina,Club Atlético Aldosivi,79,31,50,61,58,60
S. Muñoz,64,ST,Mexico,Newcastle United,71,62,59,69,25,60
M. Fritz,64,CB,Germany,Viktoria Köln,53,41,48,49,62,77
D. Wright-Phillips,64,RM,England,Stoke City,82,60,51,71,28,43
M. Mejía,64,CB,Ecuador,CS Emelec,52,32,46,47,64,69
A. Mucolli,64,CAM,Albania,Odense Boldklub,72,53,57,68,34,52
D. Błanik,64,RM,Poland,Korona Kielce,76,57,57,66,42,62
P. Karlsson,64,CB,Sweden,AIK,52,36,45,48,64,72
E. List,64,ST,England,Stevenage,93,63,52,64,28,62
C. Thomas,64,CDM,England,Crewe Alexandra,67,59,60,61,61,71
E. Tallig,64,LM,Germany,TSV 1860 München,73,59,64,69,51,64
D. Pereira,64,CAM,England,Bradford City,80,61,59,68,34,54
J. Pombo,64,CB,Argentina,Arsenal de Sarandí,51,32,38,39,65,70
M. Sanabria,64,RM,Argentina,Club Atlético Lanús,67,54,58,67,26,51
C. Butcher,64,CB,England,Burton Albion,51,59,56,61,63,72
I. Touray,64,LB,Gambia,Salford City,84,48,56,62,56,68
P. Kitchen,64,CB,United States,Columbus Crew,48,56,57,59,61,76
T. Boss,64,GK,Germany,1. FC Magdeburg,67,62,60,64,48,62
K. Vaesen,64,ST,Belgium,KVC Westerlo,62,63,55,62,26,61
Lee Jeong Hyeop,64,ST,Korea Republic,Gangwon FC,63,60,48,61,34,75
L. McGee,64,GK,England,Forest Green Rovers,65,63,63,65,37,63
A. Alfaro,64,CB,Mexico,D.C. United,57,25,45,52,63,71
H. Singh,64,CM,Norway,Sandefjord Fotball,47,61,65,64,54,64
A. Kızıldağ,64,CB,Turkey,Gazişehir Gaziantep F.K.,62,37,48,51,67,64
F. Godoy,64,CDM,Argentina,Club Atlético Huracán,59,54,62,62,62,68
S. Braem,64,ST,Belgium,SV Zulte Waregem,71,65,46,70,21,59
Y. Cohen,64,ST,Israel,Pisa,73,66,53,66,32,61
A. Bakayoko,64,CB,Côte d'Ivoire,AS Saint-Étienne,77,34,44,54,64,66
P. Perdichizzi,64,CB,Belgium,KVC Westerlo,67,34,48,49,63,68
O. Valenzuela,64,CM,Peru,Club Alianza Lima,63,58,59,64,62,62
E. Just,64,CAM,New Zealand,AC Horsens,84,61,61,68,38,55
F. Berra,64,RB,Italy,Südtirol,63,25,53,59,59,67
G. Edwards,64,LM,Wales,Wigan Athletic,81,59,60,65,52,51
D. Tront,64,CDM,Poland,Miedź Legnica,65,44,55,55,63,72
A. Salah-Eddine,64,LWB,Netherlands,FC Twente,77,31,58,64,59,62
R. Meißner,64,ST,Germany,Viktoria Köln,68,64,43,62,22,69
T. Hopper,64,ST,England,Lincoln City,62,63,52,61,34,76
J. Hadjam,64,LM,France,Paris FC,77,49,58,65,57,72
J. Cárdenas,64,GK,Ecuador,C.D. Universidad Católica del Ecuador,65,65,63,64,46,65
Sergio Lozano,64,CAM,Spain,Villarreal Club de Fútbol B,59,56,65,67,54,46
M. Egho,64,ST,Austria,Randers FC,74,60,52,62,36,71
A. Woodyard,64,CDM,England,AFC Wimbledon,59,54,60,64,62,66
T. Pedersen,64,CDM,Norway,FK Haugesund,70,52,58,62,61,68
J. Żubrowski,64,CDM,Poland,Zagłębie Lubin,42,52,60,61,60,74
B. Poveda,64,GK,Bolivia,Club Deportivo Jorge Wilstermann,64,68,61,62,49,69
H. Ibusuki,64,ST,Japan,Adelaide United,40,64,50,56,28,69
D. Worrall,64,RM,England,Port Vale,80,60,61,64,54,69
J. Broh,64,CM,Italy,Palermo,71,55,60,64,62,60
A. Russo,64,GK,Italy,U.S. Sassuolo Calcio,68,62,57,64,31,61
L. Marchi,64,LWB,Argentina,Arsenal de Sarandí,74,42,54,64,59,63
R. Scheu,64,RM,Germany,1. FC Saarbrücken,76,56,58,63,51,74
V. Adeboyejo,64,ST,Nigeria,Burton Albion,74,61,49,65,26,67
M. Samuelsen,64,CAM,Norway,FK Haugesund,71,62,60,70,30,51
C. Dinu,64,LB,Romania,AFC Chindia Târgoviște,69,33,52,60,60,71
A. Power,64,CDM,Republic of Ireland,Kilmarnock,50,55,61,63,63,76
N. Smith,64,CB,England,Port Vale,56,31,37,41,63,81
S. Hamulic,64,ST,Netherlands,PGE FKS Stal Mielec,74,63,56,62,28,62
Wang Shangyuan,64,CM,China PR,Henan Songshan Longmen FC,73,60,61,68,64,80
N. DePuy,64,CB,United States,LA Galaxy,38,53,45,49,62,78
C. Norman,64,RWB,England,Newport County,69,47,56,59,58,77
L. Ferreyra,64,RM,Argentina,Rosario Central,86,60,56,67,24,48
D. Ramaj,64,GK,Germany,Eintracht Frankfurt,67,64,68,67,24,63
R. Trif,64,LWB,Romania,CS Mioveni,73,47,56,59,60,63
T. Thomas,64,CB,Saint Lucia,Charlton Athletic,59,40,56,58,63,71
T. Pett,64,CM,England,Port Vale,58,56,62,67,56,54
Hui Jiakang,64,LM,China PR,Changchun Yatai FC,73,60,61,64,39,63
O. Palmer,64,ST,England,Wrexham AFC,62,63,49,58,26,79
J. Eijgenraam,64,CB,Netherlands,Excelsior,69,48,54,63,63,69
A. Santurio,64,ST,Uruguay,Montevideo Wanderers,66,65,50,61,36,57
J. Toledo,64,RB,Peru,Ayacucho,73,27,51,54,61,61
A. Assal,64,RM,Morocco,AFC Wimbledon,82,59,61,68,37,52
F. Evina,64,ST,Cameroon,Hannover 96,82,62,56,65,34,67
F. Prado,64,CB,Uruguay,Racing Club,68,38,54,61,61,70
K. Hein,64,GK,Estonia,Arsenal,61,63,56,66,35,64
M. Roffo,64,GK,Argentina,Club Atlético Tigre,65,64,61,66,23,62
A. Pattison,64,RM,England,Harrogate Town,78,58,61,66,60,67
M. Galmarini,64,RB,Argentina,Club Atlético Tigre,57,53,59,59,65,60
B. Hollerbach,64,ST,Germany,SV Wehen Wiesbaden,73,60,55,66,27,69
Medrano,64,LB,Spain,RC Celta de Vigo,68,38,55,60,58,46
Y. Mosquera,64,CB,Colombia,Wolverhampton Wanderers,74,22,39,45,63,68
J. Wright,64,CB,Wales,Kilmarnock,39,34,49,55,65,74
Míchel Zabaco,64,CB,Spain,Burgos CF,48,39,50,45,63,72
J. Hayes,64,CM,United States,Minnesota United FC,69,45,62,67,58,66
J. Björkengren,64,CDM,Sweden,Lecce,62,53,57,64,59,68
C. Cropper,64,GK,United States,Vancouver Whitecaps FC,67,62,61,66,35,61
C. Taylor,64,CB,England,Stoke City,59,29,45,46,64,72
W. Grigg,64,ST,Northern Ireland,Milton Keynes Dons,66,65,48,64,32,64
M. Godts,64,CAM,Belgium,KRC Genk,76,50,60,71,38,38
F. Stojilković,64,ST,Switzerland,FC Sion,67,67,48,65,29,66
G. Verón,64,ST,Argentina,Argentinos Juniors,70,63,59,64,30,61
J. Jach,64,CB,Poland,Zagłębie Lubin,53,45,51,55,62,70
Zhu Baojie,64,LM,China PR,Shanghai Shenhua FC,67,53,62,65,52,60
G. Massey,64,RM,England,Port Vale,79,59,60,65,47,59
K. Fitz-Jim,64,CAM,Netherlands,Ajax,68,56,65,69,59,45
D. Ólafsson,64,LB,Iceland,Kalmar FF,76,48,63,60,57,71
T. Ducrocq,64,CM,France,SC Bastia,71,45,61,65,59,66
Jo Jin Woo,64,CB,Korea Republic,Daegu FC,58,33,39,39,63,73
M. Kiprit,64,ST,Turkey,1. FC Kaiserslautern,71,63,47,65,30,69
C. Dawson,64,GK,England,Sheffield Wednesday,64,62,64,64,54,62
J. Mansoni,64,RWB,Belgium,Seraing,75,60,56,63,58,69
D. Paraschiv,64,ST,Romania,AFC Hermannstadt,70,63,49,62,21,66
Bruno Rodrigues,64,CB,Portugal,SC Braga,55,32,43,44,66,67
C. Hall,64,CB,England,Port Vale,53,27,43,44,63,77
G. Middleton,64,LM,Scotland,Dundee United,85,59,58,65,28,57
M. Engelhardt,64,GK,Germany,FSV Zwickau,69,58,61,67,46,64
A. Khamis,64,LB,Saudi Arabia,Al Raed,68,50,60,66,60,65
M. Rakoczy,64,CAM,Poland,Cracovia,72,60,61,66,42,55
N. Ratti,64,GK,Argentina,FC Andorra,68,61,63,74,54,57
G. Mencia,64,CB,Paraguay,Club Sol de América,57,30,55,56,64,67
C. Zabala,64,CAM,Argentina,Club Atlético Tigre,65,53,64,64,57,69
S. Dursun,64,CB,Turkey,Fatih Karagümrük S.K.,56,44,54,57,65,73
D. Conroy,64,CB,England,Crawley Town,55,28,50,58,62,73
J. Taaje,64,CB,Norway,Sandefjord Fotball,63,29,45,53,62,71
A. Brunst,64,GK,Germany,SV Darmstadt 98,66,64,61,66,38,63
Kim Seung Joon,64,RW,Korea Republic,Suwon FC,78,59,60,67,35,65
A. Morgan,64,RM,England,Charlton Athletic,71,57,65,64,55,59
C. Camps,64,CM,Northern Ireland,Stockport County,67,62,63,64,58,68
B. Michel,64,ST,United States,Orlando City Soccer Club,90,59,50,64,22,58
L. Zazpe,64,CB,Uruguay,Club Deportivo Oriente Petrolero,55,33,52,61,65,65
H. Al Mansour,64,LB,Saudi Arabia,Al Nassr,72,56,60,64,59,68
J. Domínguez,64,LB,Ecuador,Delfín Sporting Club,76,33,50,55,59,58
Hélder Sá,64,LWB,Portugal,Vitória de Guimarães,67,41,60,64,60,65
D. Warchoł,64,ST,Poland,Wisła Płock,66,62,56,63,34,63
L. Kalludra,64,RM,Sweden,Kristiansund BK,76,59,61,68,51,61
Brian Araújo,64,GK,Portugal,Gil Vicente FC,59,63,58,69,22,63
Chuca,64,CAM,Spain,Miedź Legnica,55,57,62,67,54,55
L. Koleosho,64,RM,Canada,RCD Espanyol de Barcelona,85,53,52,72,28,50
M. Mustapha,64,ST,Austria,1. FSV Mainz 05,76,66,54,61,24,75
H. Abe,64,RM,Japan,FC Barcelona,84,59,54,67,33,59
T. Gaprindashvili,64,ST,Georgia,Zagłębie Lubin,84,65,57,66,40,62
S. González,64,CAM,Ecuador,LDU Quito,71,56,61,64,54,55
J. Guasone,64,CB,Argentina,Patronato,51,25,35,40,66,73
F. Magri,64,ST,France,SC Bastia,75,67,49,64,21,59
S. Luštica,64,CM,Australia,Western United FC,52,59,63,64,56,70
G. Beretta,64,ST,Italy,Cittadella,70,62,50,59,24,76
L. Coulibaly,64,RM,Ghana,FC Nordsjælland,90,51,55,69,34,59
D. Calcaterra,64,CB,Argentina,San Lorenzo de Almagro,56,33,45,50,65,69
J. Lindner,64,CB,Sweden,Varbergs BoIS FC,62,42,56,53,64,71
L. Joseph,64,ST,France,FC Metz,77,66,52,61,19,52
P. Ibáñez,64,RB,Peru,FBC Melgar,70,34,54,47,61,59
M. Nakkim,64,CB,Norway,Hamarkameratene,54,46,46,49,63,72
R. Cisneros,64,ST,Mexico,Atlanta United,68,61,51,67,29,65
C. Grameni,64,CAM,Romania,FC Farul Constanța,74,60,60,63,60,66
T. Galdames,64,CB,Chile,Unión Española,65,49,55,52,63,70
L. Tomlin,64,CAM,England,Doncaster Rovers,43,64,64,65,37,60
Li Shenglong,64,ST,China PR,Shanghai Port FC,80,61,55,61,44,71
H. Dunk,64,LB,England,Cambridge United,82,47,56,61,58,67
A. Marín,64,ST,Paraguay,Guaireña FC,73,65,52,64,23,58
N. Tzanev,64,GK,New Zealand,AFC Wimbledon,64,65,59,65,46,64
A. Al Zaqan,64,RM,Saudi Arabia,Al Fayha,84,65,56,65,30,62
Park Dong Jin,64,CB,Korea Republic,FC Seoul,74,58,49,59,62,80
S. Edera,64,CAM,Italy,Torino F.C.,57,63,62,67,33,34
G. Maris,64,CDM,England,Mansfield Town,66,56,61,62,60,67
D. Wheeler,64,RW,England,Wycombe Wanderers,78,60,61,64,57,66
A. Achahbar,64,LW,Netherlands,Sepsi OSK Sf. Gheorghe,68,63,59,69,28,66
A. Barry,64,CB,France,Amiens SC,76,25,31,45,65,69
K. Arnstad,64,CAM,Norway,RSC Anderlecht,70,52,65,70,55,53
D. Buballa,64,LB,Germany,Viktoria Köln,75,42,56,59,61,73
O. Aydın,64,RM,Turkey,Aytemiz Alanyaspor,70,62,55,64,31,53
A. Boutoutaou,64,CAM,France,Valenciennes FC,75,60,54,75,32,34
B. Fofana,64,LW,France,Servette FC,82,61,55,69,29,52
S. Lavelle,64,CB,Scotland,Charlton Athletic,53,29,41,46,63,76
M. Rivera,64,CAM,Chile,Deportivo Ñublense,67,60,60,65,24,47
B. Oddei,64,CAM,Italy,U.S. Sassuolo Calcio,65,64,57,72,35,38
D. Cirkin,64,LB,England,Sunderland,75,39,52,61,60,61
R. Shein,64,CM,Estonia,FC Utrecht,73,52,61,66,58,63
E. Selvik,64,GK,Norway,FK Haugesund,65,63,61,65,18,63
E. Watt,64,RWB,Scotland,Salford City,67,53,63,65,58,69
J. Ruiz,64,CB,France,Pau FC,66,42,57,58,63,69
R. Cundy,64,CB,England,Barnsley,55,26,38,47,65,69
Á. Urdaneta,64,CM,Venezuela,Estudiantes de Mérida,67,58,62,66,61,65
K. Ludewig,64,RWB,Germany,Aalborg BK,74,46,59,62,58,63
J. Gómez,64,CM,Venezuela,Estudiantes de Mérida,67,52,60,64,62,61
S. Neville,64,CB,Australia,Brisbane Roar,64,48,58,58,62,75
I. Don,64,GK,Argentina,Club Libertad,61,62,60,65,47,62
J. Okedina,64,CB,England,Cambridge United,72,34,50,55,64,72
A. Nguiamba,64,CM,France,Spezia,65,48,60,62,59,68
K. Hemmings,64,ST,England,Tranmere Rovers,68,65,52,62,29,64
M. Lachuer,64,CAM,France,Amiens SC,80,46,66,73,54,41
L. Lemos,64,CDM,Uruguay,Liverpool Fútbol Club,53,48,56,51,64,69
J. Kadile,64,ST,France,Futebol Clube de Famalicão,80,64,57,68,23,52
Y. González,64,CB,Equatorial Guinea,La Equidad,70,39,49,51,64,69
T. Anderson,64,CB,England,Doncaster Rovers,34,33,41,38,63,79
